Feature,Duration,SHAP_value,Normalized_Importance,Sum_Normalized_Importance,Type
Heater Dutycycle,520,0.039336678,0.05950885382870214,1.0,IBS_N
Search Coil Magnetometer's Temperature,520,0.056237843,0.08507707688810173,1.0,IBS_N
High Gain Antenna Azimuth,520,0.067409925,0.10197829550906087,1.0,IBS_N
High Gain Antenna elevation,520,0.20305517,0.30718355095191985,1.0,IBS_N
Electronic Box Temperature,530,0.24669176,0.3802026963260691,1.0,IBS_N
Heater Dutycycle,530,0.036094815,0.055629527254540824,1.0,IBS_N
Search Coil Magnetometer's Temperature,530,0.05509014,0.08490522654255105,1.0,IBS_N
Solar Array's Angle,530,0.042734507,0.06586265705658459,1.0,IBS_N
High Gain Antenna Azimuth,530,0.08216865,0.12663877497762008,1.0,IBS_N
High Gain Antenna elevation,530,0.18606287,0.2867611178426343,1.0,IBS_N
Radial Distance from Sun,540,0.066406816,0.10253835958894905,1.0,IBS_N
Electronic Box Temperature,540,0.23889354,0.36887405816892327,1.0,IBS_N
Heater Dutycycle,540,0.035924066,0.055470131219740135,1.0,IBS_N
Search Coil Magnetometer's Temperature,540,0.050348375,0.07774261877680226,1.0,IBS_N
High Gain Antenna Azimuth,540,0.07051255,0.1088779984186224,1.0,IBS_N
High Gain Antenna elevation,540,0.18554366,0.28649683382696295,1.0,IBS_N
Electronic Box Temperature,550,0.23427196,0.36533978203986317,1.0,IBS_N
Heater Dutycycle,550,0.04535801,0.07073439555959635,1.0,IBS_N
Search Coil Magnetometer's Temperature,550,0.05348606,0.08340983488835388,1.0,IBS_N
Solar Array's Angle,550,0.033975676,0.05298400228732884,1.0,IBS_N
High Gain Antenna Azimuth,550,0.09300077,0.1450317871645392,1.0,IBS_N
High Gain Antenna elevation,550,0.18115157,0.2825001980603185,1.0,IBS_N
Electronic Box Temperature,560,0.24778219,0.3807179772385886,0.9999999999999998,IBS_N
Heater Dutycycle,560,0.03332433,0.051202919428677315,0.9999999999999998,IBS_N
Search Coil Magnetometer's Temperature,560,0.046796855,0.07190348901479775,0.9999999999999998,IBS_N
Solar Array's Angle,560,0.038126305,0.058581166463907215,0.9999999999999998,IBS_N
High Gain Antenna Azimuth,560,0.08602584,0.13217892615708363,0.9999999999999998,IBS_N
High Gain Antenna elevation,560,0.19877319,0.30541552169694536,0.9999999999999998,IBS_N
Radial Distance from Sun,570,0.0686709,0.10320339670975323,1.0,IBS_N
Electronic Box Temperature,570,0.25186795,0.37852464380577927,1.0,IBS_N
Heater Dutycycle,570,0.048087444,0.07226914981294903,1.0,IBS_N
Search Coil Magnetometer's Temperature,570,0.035580803,0.05347330131483026,1.0,IBS_N
High Gain Antenna Azimuth,570,0.07635784,0.11475586388732144,1.0,IBS_N
High Gain Antenna elevation,570,0.18482886,0.27777364446936675,1.0,IBS_N
Electronic Box Temperature,580,0.2640906,0.4079099403994562,1.0,IBS_N
Heater Dutycycle,580,0.04170849,0.0644222386940365,1.0,IBS_N
Search Coil Magnetometer's Temperature,580,0.059150234,0.09136246585661849,1.0,IBS_N
Solar Array's Angle,580,0.027341807,0.04223169951442207,1.0,IBS_N
High Gain Antenna Azimuth,580,0.07511693,0.11602435845611363,1.0,IBS_N
High Gain Antenna elevation,580,0.18001573,0.2780492970793531,1.0,IBS_N
Radial Distance from Sun,590,0.06634366,0.09567425868671713,1.0,IBS_N
Electronic Box Temperature,590,0.24262528,0.34989015985336314,1.0,IBS_N
Heater Dutycycle,590,0.038455658,0.05545694300645943,1.0,IBS_N
Search Coil Magnetometer's Temperature,590,0.049156487,0.07088861924965019,1.0,IBS_N
High Gain Antenna Azimuth,590,0.08174823,0.11788920454797414,1.0,IBS_N
High Gain Antenna elevation,590,0.21510339,0.310200814655836,1.0,IBS_N
Radial Distance from Sun,600,0.07073042,0.10544202782017642,1.0,IBS_N
Electronic Box Temperature,600,0.26117045,0.389342263975076,1.0,IBS_N
Heater Dutycycle,600,0.037445065,0.05582157698849115,1.0,IBS_N
Search Coil Magnetometer's Temperature,600,0.05441366,0.0811176669319597,1.0,IBS_N
High Gain Antenna Azimuth,600,0.0596425,0.08891260852494404,1.0,IBS_N
High Gain Antenna elevation,600,0.18739703,0.2793638557593527,1.0,IBS_N
Electronic Box Temperature,730,0.2917942,0.40619604723048075,1.0,IBS_N
Heater Dutycycle,730,0.032370023,0.045061126613756365,1.0,IBS_N
Search Coil Magnetometer's Temperature,730,0.04178339,0.05816513096521314,1.0,IBS_N
Solar Array's Angle,730,0.059996556,0.08351901406759348,1.0,IBS_N
High Gain Antenna Azimuth,730,0.05582844,0.07771673203594884,1.0,IBS_N
High Gain Antenna elevation,730,0.23658544,0.3293419490870075,1.0,IBS_N
Radial Distance from Sun,740,0.07651928,0.097919691049565,1.0,IBS_N
Electronic Box Temperature,740,0.2573192,0.329284548484006,1.0,IBS_N
Heater Dutycycle,740,0.046583276,0.05961138152367111,1.0,IBS_N
Search Coil Magnetometer's Temperature,740,0.055556655,0.07109437638915671,1.0,IBS_N
Solar Array's Angle,740,0.05182177,0.06631494321485534,1.0,IBS_N
High Gain Antenna Azimuth,740,0.07377008,0.09440161280009031,1.0,IBS_N
High Gain Antenna elevation,740,0.2198791,0.2813734465386555,1.0,IBS_N
Radial Distance from Sun,750,0.082639344,0.10614430771501679,1.0,IBS_N
Electronic Box Temperature,750,0.25794762,0.33131520927412267,1.0,IBS_N
Heater Dutycycle,750,0.041714437,0.053579201174281846,1.0,IBS_N
Search Coil Magnetometer's Temperature,750,0.04868583,0.06253345526170918,1.0,IBS_N
Solar Array's Angle,750,0.05537195,0.07112129664994102,1.0,IBS_N
High Gain Antenna Azimuth,750,0.06137839,0.07883613784751617,1.0,IBS_N
High Gain Antenna elevation,750,0.23081896,0.29647039207741227,1.0,IBS_N
Electronic Box Temperature,760,0.28621566,0.388739360095213,1.0,IBS_N
Heater Dutycycle,760,0.03210734,0.04360832948818885,1.0,IBS_N
Search Coil Magnetometer's Temperature,760,0.048182644,0.06544187762561787,1.0,IBS_N
Solar Array's Angle,760,0.053384893,0.07250759494980609,1.0,IBS_N
High Gain Antenna Azimuth,760,0.082375705,0.1118830424900302,1.0,IBS_N
